businessGuid, sun_0, sun_1, sun_2, sun_3, sun_4, sun_5, sun_6, sun_7, sun_8, sun_9, sun_10, sun_11, sun_12, sun_13, sun_14, sun_15, sun_16, sun_17, sun_18, sun_19, sun_20, sun_21, sun_22, sun_23, mon_0, mon_1, mon_2, mon_3, mon_4, mon_5, mon_6, mon_7, mon_8, mon_9, mon_10, mon_11, mon_12, mon_13, mon_14, mon_15, mon_16, mon_17, mon_18, mon_19, mon_20, mon_21, mon_22, mon_23, tue_0, tue_1, tue_2, tue_3, tue_4, tue_5, tue_6, tue_7, tue_8, tue_9, tue_10, tue_11, tue_12, tue_13, tue_14, tue_15, tue_16, tue_17, tue_18, tue_19, tue_20, tue_21, tue_22, tue_23, wed_0, wed_1, wed_2, wed_3, wed_4, wed_5, wed_6, wed_7, wed_8, wed_9, wed_10, wed_11, wed_12, wed_13, wed_14, wed_15, wed_16, wed_17, wed_18, wed_19, wed_20, wed_21, wed_22, wed_23, thu_0, thu_1, thu_2, thu_3, thu_4, thu_5, thu_6, thu_7, thu_8, thu_9, thu_10, thu_11, thu_12, thu_13, thu_14, thu_15, thu_16, thu_17, thu_18, thu_19, thu_20, thu_21, thu_22, thu_23, fri_0, fri_1, fri_2, fri_3, fri_4, fri_5, fri_6, fri_7, fri_8, fri_9, fri_10, fri_11, fri_12, fri_13, fri_14, fri_15, fri_16, fri_17, fri_18, fri_19, fri_20, fri_21, fri_22, fri_23, sat_0, sat_1, sat_2, sat_3, sat_4, sat_5, sat_6, sat_7, sat_8, sat_9, sat_10, sat_11, sat_12, sat_13, sat_14, sat_15, sat_16, sat_17, sat_18, sat_19, sat_20, sat_21, sat_22, sat_23
ZxnofBLKuMustNqSlFtW_A,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rLAeltELaGdQKh_LYIllEA,,,,,,,,,,1,,,1,1,,,2,1,1,1,,,,,,,,,,,,,,,1,1,,1,,2,1,4,2,2,3,,,,1,,,,1,,,2,,,,1,,,,,,2,2,3,1,1,1,,,,,,,,,,,1,,1,1,1,,,2,4,3,2,1,,,,,,,,,,,,,,,,1,,1,1,3,2,4,5,2,,,2,,,,,1,,,,1,1,2,3,2,1,,3,4,2,7,2,1,7,,,,,,,1,,,,,1,1,1,2,3,1,1,,,1,1,,,1,
4y9s1y8WxumJB9ypewvXCA,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,1,2,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,2,1,3,1,,,,,,,2,1,,,1,,,,,,,,,,2,,5,,2,2,,,,,1,1,,,,
FE50viTWeDCGljNiUEsUkw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1
gxuVySgACHDqJlwmelFHLA,,,,,,,,1,,,,4,7,,,,,,,,,,,,,,,,,,,,,,3,3,4,1,,,,1,,,,,,,,,,,,,,,,,1,8,8,,,,,,1,,,,,,,,,,,,,,,,2,7,2,1,,,,1,,,,,,,,,,,,,,,,1,,6,3,1,1,,,,1,,,,,,,,,,,,,,,,,3,1,1,2,1,1,2,,,,,,,,,,,,,,1,,1,1,2,5,3,3,1,1,,,3,,,,
U5F3-Z44SZiqHjka3-kYnw,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHh2br86pxndWXELC6B8Cw,,,,,,,,,,,,,,,,,5,3,2,1,1,,,,,,,,,,,,,,,,,,,1,1,2,,4,,,,,,,,,,,,,,,,,,,,,2,1,4,2,2,,,,,,,,,,,,,,,,,,,,2,3,1,,1,,,,,,,,,,,,,,,,,,,,1,2,10,5,5,1,1,,,,,,,,,,,,,,,,,3,2,8,4,5,4,2,,,,,,,,,,,,,,,1,,1,,5,2,1,4,,1,,
V_TwyQX9gE2JRjT6MxC3vQ,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
d-EaGpwrCuJ_-Ubme9rC7A,,,,1,,,,,,7,2,5,8,1,3,3,4,2,6,2,,,,,,,,,,,,,2,1,4,8,7,1,2,,7,2,8,3,1,1,2,,,,,,,,,1,,3,4,3,4,1,3,2,2,5,,3,3,3,,,,,1,,,,,,1,4,3,4,,4,3,1,4,1,1,4,3,,1,,,,,,,,1,,,,1,1,3,4,,4,1,2,1,1,1,2,1,,,,,,,,,,1,3,3,8,4,6,7,7,3,3,2,3,,1,,2,,,,,,,,,,,5,1,7,1,4,8,4,3,3,3,,,2,1
KCpBGuUFnOKEAS8gLAhyaA,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,
eR2vge978YSyHU-vSLXrvQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
c_4bwbJfdPF0y6YEmssBkg,,,,,,,,,1,3,10,11,3,5,5,4,1,,,,,,,,,,,,,,,,,1,5,13,8,4,2,1,1,,,,,,,1,,,,,,,,3,,1,5,1,5,5,2,3,2,1,,,,,1,,,,,,,,,3,,2,4,6,9,1,4,1,,,,1,,,,,,,,,,,,1,,,5,,2,2,3,2,1,,,,,,,,,,,,,,,,1,1,1,2,5,4,3,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,
_nixwTDJAfdLByIQs4rzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f0jwMOsWg_PHKVLKP2mTA,,,,,,1,,,1,2,,1,,2,,,,2,,,,,,,,,,,,,,,,2,,1,1,,,,3,1,3,4,3,1,,,,1,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,1,1,,3,,,2,1,,1,,,,,,,,,,,,,,,1,,,1,,,1,2,1,,2,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mWG80MfKn-uRv-RCA_UJDQ,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,2,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,
60i9h-gPKH1f0YC_bZXDhg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNC2WXRjEO8e7r5f8ZCVrA,,,,,,,,,,,,,1,,1,1,6,3,5,3,4,2,,,,,,,,,,,,,,1,,3,1,,,1,3,2,7,6,3,,,,,,,,,,,,,,1,,1,3,,1,2,4,4,3,1,,,,,,,,,,,,,1,2,1,1,,2,2,4,4,2,4,,,,,,,,,,,,,,,,1,,2,2,1,1,3,5,2,,,,,,,,,,,,,,1,2,1,3,1,2,4,3,4,6,8,2,,,,,,,,,,,,,3,,4,6,1,1,2,2,2,2,1,1,1
TTjdeeMfTw9s9vg4T1a3pw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U9hKUngQjWw9ZE6Znwergg,,,,,,,,2,1,,,,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,6,4,2,,,,,,,,,,,,,,,,,,,,,1,4,3,1,1,,,,,,,,,,,
er1Ng8wxlwaWnzFAKttukQ,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,2,1,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
wqIB7hUTQnCswJV4UyYyEQ,,,,,,,,,,,,2,2,,1,1,2,3,1,1,3,2,,,,,,,,,,,,,,4,1,,1,1,,7,3,5,4,1,,,,,,,,,,,,,1,1,2,1,2,,1,5,8,3,2,2,,,,,,,,,,,,,,,3,,,1,1,6,5,6,5,1,,,,,,,,,,,,,2,2,5,1,,,,2,3,4,3,3,,,,,,,,,,,,,,,,1,1,,1,,3,5,4,5,3,1,,,,,,,,,,,2,,1,,,,1,2,3,3,2,,,
XI-_Y2XRw03mozGx0Z90Gw,,,,,,,,,,,,4,2,1,,1,1,1,,,,,,,,,,,,,,,,,1,6,,1,1,1,,,,,,,,,,,,,,,,,,,5,6,6,2,1,1,,,,,,,,,,,,,,,,,,,3,2,7,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,2,2,1,,1,1,,,,,,,,,,,,,,,,,,1,,1,,,1,1,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,
_kL4evOcRHHEquKnndUTkg,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,1,,,2,,,1,,,1,,1,,,,,,,,,,,,,1,1,1,,1,1,,,1,1,,,,,,,,,,,,,,,,,3,1,1,1,2,2,1,,2,,1,,,,,,,,,,1,1,1,1,4,3,3,,2,1,,,,,,,,,
CdWrHBOvTZ6i0Z37iFaV3g,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,2,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W4lcMQudkcx7sTabnWaOqw,,,,,,4,6,,5,1,4,7,3,5,4,3,2,2,4,2,2,,,,,,,,,3,3,1,2,,1,5,3,3,,4,1,3,5,,3,1,1,,,,,,,1,3,4,1,1,,1,5,3,3,1,6,,5,4,2,2,,,,,,,,2,3,6,3,,1,5,4,8,3,1,5,5,3,4,2,2,3,,,,,,,1,3,2,2,2,,1,13,3,4,2,7,4,3,4,8,3,2,,1,,,,,1,3,,4,2,5,5,3,4,3,6,5,7,6,4,6,2,1,,,,,,,,,1,2,1,7,4,7,13,9,4,1,5,,6,1,1,2,
HlUL5hw9I0wUvFc-jDErkQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uwin4a2xiUr3bJEviCmThg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oABEe2gmsT-FiW1kGPVTOw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
8HQ8clouLGgee99KkR4vXA,,,,,,,,,,,,,,2,3,1,1,1,2,4,3,3,,,,,,,,,,,,,,1,,1,,2,,4,3,6,4,,,,,,,,,,,,,,,,1,1,1,,,2,3,5,4,6,1,,,,,,,,,,,,,,1,1,,3,3,3,7,4,,1,,,,,,,,,,,,,,,2,3,5,12,4,3,3,4,10,13,2,,,,,,,1,,,,,1,3,1,5,17,7,7,8,4,7,4,7,2,,,,,,,,,,,,1,1,3,2,2,2,5,4,3,8,3,3,,
f9C_VGKugf3g_k6x9uCi2g,,,,,,,,,,1,,1,,,1,,2,,1,1,4,,,,,,,,,,,,,,1,,1,1,1,,3,1,2,1,1,,,,,,,,,,,,,,,1,1,,,,2,3,1,1,,,,,,,,,,,,,,1,,,1,2,1,1,2,2,,2,2,,,,,,,,,,,,,,1,,,,1,2,1,,2,7,3,1,,,,,,,,,,,,,,1,1,3,2,2,6,3,1,3,1,,,,,,,,,,,,,,,1,1,,,2,,1,,,2,,,
xSGUgOwpTnnW31bTZb4tMw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
y_tiOBglwo64dN_J6h6rtQ,,,,,,,,,,,,,,1,,1,,4,,3,,2,1,2,,,,1,,,,,,,,,,1,1,,,,3,1,,3,,,1,,,,,,,,,,,,,1,,,,,1,,2,,,,,,,,,,,,,1,,,1,2,1,1,,,2,1,,2,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,,3,1,2,,1,,2,,,,,,,,,,,2,,,,,,3,,,,1,
iE1eq7kDacRwgvFZJmjfgw,,,,,,,,,,,3,2,3,,3,2,1,,,,1,1,,,,,,,,,,,,,1,3,2,3,,,1,,,1,,,,,,,,,,,,,,,1,2,3,2,3,1,,2,1,1,,,,,,,,,,,,,,,2,5,2,2,3,3,,1,2,1,1,,,,,,,,,,,,,,,3,2,7,,,,,1,,2,,,,,,,,,,,,,2,1,5,3,6,2,3,1,1,1,,1,,,,,,,,,1,,,,,1,2,3,4,1,,3,1,2,,,,,
NZ4V7rl7nevZPOdySgg-iw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,
gfhO1Q1c7QCigu7waVpeSg,,,,,,,,,,,2,,1,,1,1,2,,2,1,1,,,,,,,,,,,,,,,,,1,1,1,5,2,5,1,,2,,,,,,,,,,,,,,1,,,1,,2,2,1,2,1,2,,,,,,,,,,,,,,,1,2,,,,2,1,2,,,,,,,,,,,,,,,1,,2,,,1,1,1,4,3,,1,,,1,,,,,,,,,,1,,,2,2,3,4,1,6,5,3,5,2,2,,,,,,,,,,,,2,1,4,8,1,2,1,5,3,,,,
MzmfKH47_LuADdAgo4g0bw,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,3,3,2,,,2,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,
c5t9Wa1iJBRcxjDrFHKuQw,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,
Ch_2Ye0w4Q9l3VeVW7VNHA,,,,,,,,,,,,2,4,2,2,3,1,3,2,,,1,,,,,,,,,,,1,,,4,5,1,5,1,2,2,1,1,1,,,,,,,,,1,1,,1,1,,1,3,1,5,,1,2,2,5,,,,1,,,,,,4,,,,,,1,2,1,5,1,,1,,2,,,,,,,,,,2,,,,,,1,5,3,4,3,1,1,2,2,1,2,,,,,,,,,1,,,,1,3,4,5,1,,,2,2,,1,,,,1,,,,,,,,,,,4,2,2,2,1,,3,1,1,1,,2,
SeqfJOg6jZGx2W1bs142cg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fJfh5j2f9AhivqGelAThsg,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,2,1,,1,,,,,,,,,,,,,,,,,,,1,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,
90AXjqb4O-wrTHDKDoDUzg,,,,,,,,,,,7,13,14,3,,,2,2,4,2,1,,,1,,,,,,,,,,1,6,11,8,1,2,,,2,5,3,1,,,,,,,,,,,1,,,4,15,17,8,,1,,3,2,4,1,,,,,,,,,,,,,,6,20,14,7,,,,5,1,5,1,,,,,,,,,,,,,,3,17,14,2,2,,1,10,11,7,9,2,,,,,,,,,,,,,,1,,1,2,2,4,6,9,4,3,,,,,,,,,,,,,,,1,3,,3,1,2,8,5,2,1,,1,
otjqtvjNzuNpgr-ouFZu_A,,,,,,,,,,,2,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,2,,,1,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,2,1,1,,,,,,,,,,,,,1,,,1,,,,,2,,,,,,,
y2JQM4ptGJmAhPhafclUsw,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,1,2,2,,1,,,,,,,,,,,,,,,,,,1,1,,2,3,1,,,,,,,
vlxMPuG6LYJ-c0yjd6AW3A,,,,,,,,,,,,1,,,,1,2,2,3,6,6,4,,,,1,,,,,,,,,,,,,,,1,1,3,2,6,3,4,1,3,1,,,,,,,,,,,,,,1,,1,2,3,8,5,,1,3,1,,,,,,,,,,,,,,3,2,1,4,5,11,11,8,5,3,1,1,,,,,,,,,,,,,2,4,6,6,7,11,14,9,11,5,4,,,,,,,,,,,,,2,2,5,5,2,5,12,18,9,11,3,,1,,,,,,,,,,,1,,3,1,3,3,2,4,2,3,1
X4yr1pBTm7UwSmz8UWw-8Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,1,,1,,2,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
CfIPNXy_FcIAgbka7ja0qg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
JJGkhOmfOFamPbCAaRKPPw,,,,,,,,,2,1,4,3,4,,1,,,,,1,,,,,,,,,,,,,2,3,,1,1,2,3,,,,1,1,,,,,,,,,,,,,1,,1,2,1,,,,1,1,1,1,,,,,,,,,,,,,,1,,2,1,,1,,,1,,,,,,,,,,,,,,1,,,,1,3,2,,1,2,1,1,,,,,,,,,,,,,1,1,2,3,2,3,,1,,,2,,,,,1,,,,,,,,,,,5,1,3,2,5,1,,,2,1,,,,,
tqp42quHT1S_tgXQRXBx5w,,,,,,,,,,,,,1,2,,,,,1,,3,2,,,,,,,,,,,,,,,,,1,,,,1,2,,1,,,,,,,,,,,,,,,,,1,,,,,4,4,,,,,,,,,,,,,,,,,1,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,1,5,6,3,3,,,,,,,,,,,,,,3,,,,,1,3,1,4,2,2,,,,,,,,,,,,,,1,,,1,1,,,2,1,,,
crVeYK71I8xHD1zt23eQpQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
6uHpB60vbJ6Qq8cw-zUx-w,,,,,,,,,,,,,,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,2,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,1,,,,,,,,,
ESjWCcBpMeiRsvMYXWgdgw,,,,,,,,,,,,2,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,2,2,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,2,2,,1,1,,,1,2,,,,,,,,,,,,,,,1,3,1,1,,1,,,,,,,,,,,,,,,,,,,1,,1,1,,2,,,,,,,,
uuLYxKdJW_jfty1jMtXxQw,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,5,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
neGAQFkBNI8-rpPBLBzNkw,2,,,,,,,,,,2,2,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,1,2,,,,,1,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Q90fNAiXiTHFoqgCDf63sg,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-AEvCwVegPstHNAkhds-UA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HZf4PgSXgGZ0EPGa-cuUPQ,,,,,,,,,,1,2,1,1,2,2,1,2,1,1,,,,,,,,,,,,,,,,,3,2,2,1,1,2,6,3,,1,,,,,,,,,,,,,,1,,1,,,1,,2,2,4,,,,,,,,,,,,,,,,2,,1,1,,1,2,5,4,1,,1,,,,,1,,,,,1,,3,2,,3,4,9,2,1,3,1,1,,,,,,,,,,,,,,3,2,3,2,15,12,5,5,4,4,,,,,,,,,,,,,1,1,2,3,,5,5,6,3,3,2,,1,,,
L8STRioAgDx-_FRFuuUU2Q,,,,,,,,2,,,2,1,2,2,,,1,4,2,2,,,,,,,,,,,2,,,1,2,,2,1,1,1,4,3,,2,,,,,1,1,,,,,1,,,,2,1,,1,,,2,5,1,1,,,,,,,,,,,,1,,,2,,1,3,,3,2,4,1,5,2,,,,,,,,,,,,,,1,2,1,1,,,1,1,1,6,2,1,1,,2,2,,,,,,,,1,1,5,4,1,2,,1,2,1,1,4,1,1,,1,1,,,,,,,1,2,1,2,6,2,,,1,2,,1,,,,1
2UgJNESsq4aiiah36wO-8w,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
NQZVwiPQ6k1JkPAqPlXL5w,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,2,1,,,,,
